NCBI Accession,type,proportion,number of bp
NZ_CP020742.1,prokaryote,9.83E-06,196.6791206
NZ_CP020743.1,prokaryote,3.13E-05,626.4000722
NZ_CP020771.1,prokaryote,1.50E-05,300.5408824
NZ_CP020772.1,prokaryote,2.88E-05,575.8127627
NZ_CP020773.1,prokaryote,1.38E-05,276.8249994
NZ_CP020774.1,prokaryote,9.07E-07,18.14437613
NZ_CP020776.1,prokaryote,2.65E-06,52.90466193
NZ_CP020805.1,prokaryote,2.34E-06,46.84010143
NZ_CP020809.1,prokaryote,1.04E-05,208.9068524
NZ_CP020814.1,prokaryote,3.45E-05,690.1026101
NZ_CP020815.1,prokaryote,1.64E-05,327.7820993
NZ_CP020816.1,prokaryote,6.75E-07,13.50967136
NZ_CP020821.1,prokaryote,4.95E-06,99.07914086
NZ_CP020823.1,prokaryote,2.07E-07,4.141651074
NZ_CP020825.1,prokaryote,2.50E-07,5.004495047
NZ_CP020827.1,prokaryote,1.00E-06,20.01798019
NZ_CP020828.1,prokaryote,1.25E-06,25.04712792
NZ_CP020830.1,prokaryote,1.03E-06,20.56033926
NZ_CP020831.1,prokaryote,1.61E-06,32.17175388
NZ_CP020832.1,prokaryote,9.98E-07,19.96867482
NZ_CP020833.1,prokaryote,1.58E-06,31.60474212
NZ_CP020835.1,prokaryote,7.03E-07,14.05203043
NZ_CP020837.1,prokaryote,2.76E-07,5.522201432
NZ_CP020841.1,prokaryote,6.40E-07,12.7947435
NZ_CP020847.1,prokaryote,2.13E-06,42.64914498
NZ_CP020853.1,prokaryote,3.18E-07,6.36039272
NZ_CP020857.1,prokaryote,2.11E-06,42.25470203
NZ_CP020858.1,prokaryote,9.69E-06,193.8687145
NZ_CP020861.1,prokaryote,4.46E-06,89.29202493
NZ_CP020863.1,prokaryote,2.71E-06,54.13729618
NZ_CP020867.1,prokaryote,1.36E-05,272.0423786
NZ_CP020870.1,prokaryote,1.62E-06,32.49223878
NZ_CP020873.1,prokaryote,1.12E-05,224.117559
NZ_CP020880.1,prokaryote,2.71E-05,541.7920574
NZ_CP020882.1,prokaryote,7.09E-07,14.17529385
NZ_CP020885.1,prokaryote,7.38E-07,14.76695829
NZ_CP020889.1,prokaryote,7.89E-07,15.77771838
NZ_CP020892.1,prokaryote,1.58E-05,315.5297148
NZ_CP020893.1,prokaryote,1.16E-06,23.14887118
NZ_CP020894.2,prokaryote,1.44E-05,287.7214862
NZ_CP020896.1,prokaryote,2.29E-06,45.75538329
NZ_CP020901.1,prokaryote,1.87E-07,3.747208114
NZ_CP020906.1,prokaryote,5.46E-06,109.1127836
NZ_CP020917.1,prokaryote,8.55E-06,170.9663702
NZ_CP020922.1,prokaryote,1.86E-07,3.722555429
NZ_CP020931.1,prokaryote,1.27E-05,253.7500863
NZ_CP020933.1,prokaryote,6.56E-07,13.1152284
NZ_CP020946.1,prokaryote,1.58E-05,315.357146
NZ_CP020947.1,prokaryote,8.41E-06,168.2052695
NZ_CP020964.1,prokaryote,1.15E-06,23.02560775
NZ_CP020967.1,prokaryote,1.32E-06,26.45233096
NZ_CP020975.1,prokaryote,1.36E-06,27.11795346
NZ_CP020979.1,prokaryote,7.33E-07,14.66834755
NZ_CP020981.1,prokaryote,7.17E-07,14.34786265
NZ_CP020983.1,prokaryote,7.74E-07,15.48188616
NZ_CP020985.1,prokaryote,7.57E-07,15.13674857
NZ_CP020987.1,prokaryote,9.60E-07,19.20444159
NZ_CP020989.1,prokaryote,6.59E-07,13.18918645
NZ_CP020992.1,prokaryote,5.23E-07,10.45273842
NZ_CP020998.1,prokaryote,5.92E-07,11.83328878
NZ_CP021001.1,prokaryote,4.67E-07,9.343367601
NZ_CP021006.1,prokaryote,4.61E-07,9.220104176
NZ_CP021015.1,prokaryote,6.47E-07,12.94265961
NZ_CP021018.1,prokaryote,5.50E-07,10.99509749
NZ_CP021023.1,prokaryote,1.67E-05,333.3536061
NZ_CP021024.1,prokaryote,2.27E-06,45.38559302
NZ_CP021030.1,prokaryote,6.13E-06,122.622455
NZ_CP021040.1,prokaryote,2.13E-06,42.57518693
NZ_CP021047.1,prokaryote,2.22E-06,44.35018025
NZ_CP021053.1,prokaryote,1.22E-05,243.050821
NZ_CP021054.1,prokaryote,3.08E-06,61.53310167
NZ_CP021058.1,prokaryote,1.54E-05,308.4297416
NZ_CP021059.1,prokaryote,1.75E-05,350.4625694
NZ_CP021060.1,prokaryote,3.83E-06,76.57123949
NZ_CP021061.1,prokaryote,5.58E-06,111.5533995
NZ_CP021070.1,prokaryote,7.29E-06,145.7959789
NZ_CP021079.1,prokaryote,5.25E-06,105.0697433
NZ_CP021080.1,prokaryote,3.41E-06,68.21397929
NZ_CP021104.1,prokaryote,1.47E-06,29.31204242
NZ_CP021106.3,prokaryote,1.07E-05,213.9853055
NZ_CP021107.1,prokaryote,2.57E-06,51.32689009
NZ_CP021108.1,prokaryote,9.02E-06,180.4083486
NZ_CP021109.1,prokaryote,4.26E-06,85.22433191
NZ_CP021110.1,prokaryote,4.86E-06,97.10692607
NZ_CP021111.1,prokaryote,6.58E-06,131.6453377
NZ_CP021112.1,prokaryote,1.14E-05,228.0866413
NZ_CP021118.1,prokaryote,5.17E-06,103.4180134
NZ_CP021121.1,prokaryote,8.01E-06,160.1684942
NZ_CP021122.1,prokaryote,9.18E-07,18.3662503
NZ_CP021124.1,prokaryote,5.33E-06,106.5242517
NZ_CP021132.1,prokaryote,1.03E-05,205.1842969
NZ_CP021136.1,prokaryote,2.84E-06,56.89839689
NZ_CP021138.1,prokaryote,1.03E-05,205.6773506
NZ_CP021140.1,prokaryote,1.11E-05,221.4304163
NZ_CP021145.1,prokaryote,4.13E-06,82.66045268
NZ_CP021146.1,prokaryote,3.27E-06,65.47753126
NZ_CP021151.1,prokaryote,9.59E-06,191.8225417
NZ_CP021152.1,prokaryote,6.18E-06,123.559257
NZ_CP021169.1,prokaryote,2.68E-06,53.61958979
NZ_CP021172.1,prokaryote,2.04E-06,40.89880435
NZ_CP021175.1,prokaryote,7.58E-07,15.16140125
NZ_CP021179.1,prokaryote,3.30E-07,6.60691957
NZ_CP021181.1,prokaryote,8.06E-06,161.2532123
NZ_CP021199.1,prokaryote,4.30E-06,85.96391246
NZ_CP021200.1,prokaryote,3.97E-06,79.43095095
NZ_CP021201.1,prokaryote,3.46E-06,69.10147595
NZ_CP021202.1,prokaryote,5.28E-07,10.55134916
NZ_CP021207.1,prokaryote,5.08E-07,10.1569062
NZ_CP021219.1,prokaryote,1.41E-06,28.2026716
NZ_CP021237.1,prokaryote,4.49E-05,897.2591219
NZ_CP021246.1,prokaryote,3.62E-06,72.4542411
NZ_CP021251.1,prokaryote,3.08E-07,6.163171241
NZ_CP021252.1,prokaryote,3.59E-06,71.73931324
NZ_CP021288.1,prokaryote,7.40E-07,14.79161098
NZ_CP021323.1,prokaryote,7.92E-06,158.4181536
NZ_CP021324.1,prokaryote,1.29E-05,257.5465998
NZ_CP021329.1,prokaryote,5.13E-06,102.5551694
NZ_CP021335.1,prokaryote,7.10E-07,14.19994654
NZ_CP021338.1,prokaryote,1.96E-06,39.29637983
NZ_CP021339.1,prokaryote,8.81E-07,17.62666975
NZ_CP021342.1,prokaryote,3.59E-06,71.73931324
NZ_CP021347.1,prokaryote,2.98E-06,59.63484492
NZ_CP021358.1,prokaryote,7.82E-06,156.3966334
NZ_CP021359.1,prokaryote,3.90E-06,78.07505328
NZ_CP021361.1,prokaryote,3.71E-06,74.22923442
NZ_CP021362.1,prokaryote,3.18E-06,63.6039272
NZ_CP021366.1,prokaryote,3.11E-06,62.24802953
NZ_CP021371.1,prokaryote,1.22E-05,244.0122758
NZ_CP021376.1,prokaryote,1.02E-05,203.2860402
NZ_CP021377.1,prokaryote,1.21E-05,242.508462
NZ_CP021381.1,prokaryote,3.51E-05,701.7386774
NZ_CP021382.1,prokaryote,2.30E-05,459.427437
NZ_CP021383.1,prokaryote,2.32E-06,46.34704773
NZ_CP021401.1,prokaryote,4.44E-08,0.887496659
NZ_CP021402.1,prokaryote,1.73E-08,0.345137589
NZ_CP021403.1,prokaryote,3.33E-08,0.665622494
NZ_CP021404.1,prokaryote,4.82E-06,96.34269283
NZ_CP021416.1,prokaryote,1.77E-05,354.5302624
NZ_CP021425.1,prokaryote,2.34E-05,467.4149069
NZ_CP021426.1,prokaryote,4.96E-06,99.1777516
NZ_CP021427.1,prokaryote,1.49E-05,297.286728
NZ_CP021428.1,prokaryote,7.35E-06,146.9053497
NZ_CP021430.1,prokaryote,1.82E-06,36.387363
NZ_CP021431.1,prokaryote,8.71E-06,174.2205246
NZ_CP021434.1,prokaryote,1.58E-05,316.0720739
NZ_CP021435.1,prokaryote,4.76E-06,95.18401664
NZ_CP021448.1,prokaryote,1.39E-06,27.88218669
NZ_CP021454.1,prokaryote,3.38E-07,6.75483568
NZ_CP021455.1,prokaryote,5.32E-06,106.3516829
NZ_CP021467.1,prokaryote,7.59E-06,151.7372759
NZ_CP021474.1,prokaryote,5.60E-06,111.9724951
NZ_CP021479.1,prokaryote,2.99E-06,59.70880298
NZ_CP021484.1,prokaryote,3.92E-06,78.34623281
NZ_CP021487.1,prokaryote,3.77E-06,75.46186867
NZ_CP021495.1,prokaryote,1.11E-06,22.26137452
NZ_CP021497.1,prokaryote,8.03E-06,160.5136318
NZ_CP021498.1,prokaryote,2.78E-06,55.51784653
NZ_CP021499.1,prokaryote,2.66E-06,53.2744522
NZ_CP021500.1,prokaryote,9.78E-06,195.5697498
NZ_CP021501.1,prokaryote,8.25E-07,16.49264624
NZ_CP021505.1,prokaryote,8.28E-06,165.6906956
NZ_CP021507.1,prokaryote,1.62E-06,32.44293341
NZ_CP021509.1,prokaryote,6.56E-06,131.1769367
NZ_CP021524.1,prokaryote,5.69E-06,113.8707518
NZ_CP021528.1,prokaryote,8.14E-07,16.27077208
NZ_CP021529.1,prokaryote,3.75E-06,74.99346765
NZ_CP021532.1,prokaryote,3.04E-07,6.089213186
NZ_CP021535.1,prokaryote,6.09E-07,12.17842637
NZ_CP021539.1,prokaryote,1.48E-07,2.958322195
NZ_CP021549.1,prokaryote,1.79E-07,3.57463932
NZ_CP021550.1,prokaryote,4.22E-06,84.46009868
NZ_CP021640.1,prokaryote,2.20E-06,43.9310846
NZ_CP021641.1,prokaryote,8.38E-06,167.5642997
NZ_CP021646.1,prokaryote,1.39E-05,277.0468736
NZ_CP021647.1,prokaryote,3.74E-06,74.87020423
NZ_CP021648.1,prokaryote,5.66E-06,113.2544347
NZ_CP021652.1,prokaryote,1.52E-06,30.3228025
NZ_CP021654.1,prokaryote,5.88E-06,117.691918
NZ_CP021669.1,prokaryote,5.43E-06,108.5457719
NZ_CP021674.1,prokaryote,2.78E-06,55.51784653
NZ_CP021677.1,prokaryote,4.18E-06,83.54794934
NZ_CP021683.1,prokaryote,3.66E-07,7.321847434
NZ_CP021685.1,prokaryote,2.60E-07,5.201716527
NZ_CP021689.1,prokaryote,2.85E-07,5.694770226
NZ_CP021691.1,prokaryote,2.90E-07,5.793380966
NZ_CP021694.1,prokaryote,4.72E-06,94.39513072
NZ_CP021696.1,prokaryote,7.12E-07,14.24925191
NZ_CP021703.1,prokaryote,6.54E-06,130.8317991
NZ_CP021704.1,prokaryote,6.64E-06,132.7793612
NZ_CP021708.1,prokaryote,4.17E-07,8.332607517
NZ_CP021718.1,prokaryote,2.43E-07,4.856578938
NZ_CP021722.1,prokaryote,4.08E-07,8.160038722
NZ_CP021732.1,prokaryote,5.39E-07,10.77322333
NZ_CP021736.1,prokaryote,2.33E-07,4.659357458
NZ_CP021740.1,prokaryote,8.63E-07,17.25687947
NZ_CP021744.1,prokaryote,6.00E-06,120.0092704
NZ_CP021748.1,prokaryote,7.26E-06,145.1550091
NZ_CP021749.1,prokaryote,2.99E-06,59.70880298
NZ_CP021751.1,prokaryote,2.07E-07,4.141651074
NZ_CP021757.1,prokaryote,3.80E-07,7.593026968
NZ_CP021766.1,prokaryote,1.94E-06,38.75402076
NZ_CP021768.1,prokaryote,4.08E-06,81.50177648
NZ_CP021774.1,prokaryote,7.10E-07,14.19994654
NZ_CP021775.1,prokaryote,7.04E-07,14.07668311
NZ_CP021776.1,prokaryote,1.92E-06,38.3595778
NZ_CP021780.1,prokaryote,3.79E-05,757.5030508
NZ_CP021782.1,prokaryote,1.99E-06,39.76478084
NZ_CP021790.1,prokaryote,1.75E-06,35.00681265
NZ_CP021793.1,prokaryote,1.23E-06,24.50476885
NZ_CP021797.1,prokaryote,8.92E-07,17.84854391
NZ_CP021800.1,prokaryote,8.46E-07,16.91174188
NZ_CP021804.1,prokaryote,1.40E-06,28.07940817
NZ_CP021808.1,prokaryote,1.03E-06,20.56033926
NZ_CP021812.1,prokaryote,1.67E-06,33.42904081
NZ_CP021818.1,prokaryote,1.32E-06,26.40302559
NZ_CP021822.1,prokaryote,1.41E-06,28.17801891
NZ_CP021825.1,prokaryote,1.65E-06,32.91133442
NZ_CP021829.1,prokaryote,9.59E-07,19.1797889
NZ_CP021833.1,prokaryote,2.11E-07,4.215609129
NZ_CP021838.1,prokaryote,1.14E-05,228.8755272
NZ_CP021840.1,prokaryote,9.76E-07,19.52492649
NZ_CP021844.1,prokaryote,1.02E-06,20.31381241
NZ_CP021848.1,prokaryote,3.79E-06,75.80700626
NZ_CP021849.1,prokaryote,3.83E-06,76.69450292
NZ_CP021851.1,prokaryote,6.98E-06,139.5095442
NZ_CP021852.1,prokaryote,5.41E-06,108.1513289
NZ_CP021859.1,prokaryote,1.94E-07,3.870471539
NZ_CP021862.1,prokaryote,3.02E-06,60.39907816
NZ_CP021863.1,prokaryote,8.28E-07,16.56660429
NZ_CP021864.1,prokaryote,7.69E-07,15.38327542
NZ_CP021865.1,prokaryote,9.07E-07,18.14437613
NZ_CP021866.1,prokaryote,8.74E-07,17.47875364
NZ_CP021867.1,prokaryote,2.27E-06,45.48420376
NZ_CP021868.1,prokaryote,1.71E-06,34.19327404
NZ_CP021869.1,prokaryote,1.09E-06,21.76832082
NZ_CP021870.1,prokaryote,1.54E-06,30.79120352
NZ_CP021874.1,prokaryote,2.68E-05,535.012569
NZ_CP021879.1,prokaryote,4.92E-07,9.8364213
NZ_CP021889.1,prokaryote,2.79E-06,55.78902607
NZ_CP021892.1,prokaryote,2.48E-06,49.5025914
NZ_CP021896.1,prokaryote,3.12E-06,62.46990369
NZ_CP021902.1,prokaryote,1.69E-06,33.84813645
NZ_CP021903.1,prokaryote,2.36E-06,47.11128096
NZ_CP021904.1,prokaryote,4.27E-05,853.2540792
NZ_CP021905.1,prokaryote,1.37E-06,27.46309105
NZ_CP021907.1,prokaryote,1.44E-06,28.86829409
NZ_CP021909.1,prokaryote,1.87E-07,3.747208114
NZ_CP021911.1,prokaryote,9.48E-06,189.5791474
NZ_CP021920.1,prokaryote,2.11E-05,421.1171645
NZ_CP021921.1,prokaryote,3.46E-06,69.22473937
NZ_CP021922.1,prokaryote,5.70E-06,113.9693626
NZ_CP021927.1,prokaryote,4.45E-06,89.04549808
NZ_CP021935.1,prokaryote,3.72E-07,7.445110859
NZ_CP021939.1,prokaryote,3.39E-07,6.779488365
NZ_CP021944.1,prokaryote,3.75E-07,7.494416228
NZ_CP021950.1,prokaryote,2.26E-07,4.511441348
NZ_CP021955.1,prokaryote,1.12E-06,22.40929063
NZ_CP021960.1,prokaryote,7.03E-07,14.05203043
NZ_CP021976.1,prokaryote,1.41E-06,28.2026716
NZ_CP021980.1,prokaryote,3.24E-06,64.73795071
NZ_CP021981.1,prokaryote,2.12E-06,42.32866008
NZ_CP021982.1,prokaryote,2.87E-07,5.744075596
NZ_CP021983.1,prokaryote,1.28E-05,255.3525108
NZ_CP021987.1,prokaryote,2.60E-06,52.09112332
NZ_CP021988.1,prokaryote,2.61E-06,52.11577601
NZ_CP021990.1,prokaryote,2.95E-06,58.99387511
NZ_CP021991.1,prokaryote,2.70E-06,53.98938007
NZ_CP021992.1,prokaryote,4.20E-06,83.96704498
NZ_CP021996.1,prokaryote,2.01E-06,40.18387649
NZ_CP021997.1,prokaryote,3.11E-06,62.27268221
NZ_CP021999.1,prokaryote,6.46E-07,12.91800692
NZ_CP022000.1,prokaryote,8.38E-07,16.76382577
NZ_CP022001.1,prokaryote,1.06E-06,21.25061444
NZ_CP022002.1,prokaryote,2.57E-06,51.35154278
NZ_CP022003.1,prokaryote,2.44E-07,4.881231623
NZ_CP022005.1,prokaryote,3.78E-06,75.68374283
NZ_CP022006.1,prokaryote,3.22E-06,64.36816044
NZ_CP022014.1,prokaryote,6.29E-08,1.257286933
NZ_CP022020.1,prokaryote,9.33E-07,18.66208252
NZ_CP022022.1,prokaryote,2.36E-05,471.8770429
NZ_CP022023.1,prokaryote,7.21E-07,14.4218207
NZ_CP022034.1,prokaryote,1.50E-06,30.0023176
NZ_CP022040.1,prokaryote,2.78E-05,555.8440878
NZ_CP022041.1,prokaryote,2.56E-05,512.2827935
NZ_CP022076.1,prokaryote,2.24E-06,44.74462321
NZ_CP022077.1,prokaryote,6.50E-07,12.99196498
NZ_CP022079.1,prokaryote,1.06E-06,21.12735101
NZ_CP022080.1,prokaryote,1.32E-06,26.40302559
NZ_CP022098.1,prokaryote,1.57E-05,313.7547215
NZ_CP022099.1,prokaryote,2.87E-06,57.41610328
NZ_CP022100.1,prokaryote,1.72E-06,34.31653747
NZ_CP022101.1,prokaryote,3.88E-06,77.60665226
NZ_CP022102.1,prokaryote,1.21E-06,24.18428395
NZ_CP022103.1,prokaryote,4.53E-06,90.54931187
NZ_CP022104.1,prokaryote,2.13E-06,42.6244923
NZ_CP022106.1,prokaryote,2.36E-05,472.1482224
NZ_CP022110.1,prokaryote,4.57E-06,91.3135451
NZ_CP022111.1,prokaryote,5.14E-06,102.826349
NZ_CP022112.1,prokaryote,2.77E-06,55.36993042
NZ_CP022113.1,prokaryote,1.42E-06,28.37524039
NZ_CP022115.1,prokaryote,9.42E-06,188.3711658
NZ_CP022116.1,prokaryote,7.30E-07,14.5943895
NZ_CP022117.1,prokaryote,2.09E-06,41.88491175
NZ_CP022120.1,prokaryote,1.16E-05,232.1050289
NZ_CP022121.1,prokaryote,2.90E-05,580.5214255
NZ_CP022122.1,prokaryote,9.93E-06,198.5527247
NZ_CP022123.1,prokaryote,2.01E-05,402.5290401
NZ_CP022127.1,prokaryote,4.18E-07,8.357260202
NZ_CP022129.1,prokaryote,1.98E-05,396.0207312
NZ_CP022130.1,prokaryote,1.08E-05,215.6370354
NZ_CP022132.1,prokaryote,1.40E-05,279.3395733
NZ_CP022133.1,prokaryote,1.25E-05,249.0167708
NZ_CP022135.1,prokaryote,3.64E-06,72.79937869
NZ_CP022138.1,prokaryote,1.22E-06,24.30754737
NZ_CP022139.1,prokaryote,6.38E-06,127.552992
NZ_CP022142.1,prokaryote,3.53E-06,70.60528973
NZ_CP022148.1,prokaryote,3.54E-06,70.8271639
NZ_CP022151.1,prokaryote,3.90E-06,78.09970596
NZ_CP022154.1,prokaryote,1.49E-06,29.70648538
NZ_CP022163.1,prokaryote,1.22E-05,244.4313714
NZ_CP022164.1,prokaryote,1.27E-06,25.31830746
NZ_CP022168.1,prokaryote,2.54E-07,5.078453102
NZ_CP022175.1,prokaryote,2.66E-06,53.10188341
NZ_CP022181.1,prokaryote,2.69E-06,53.81681127
NZ_CP022186.1,prokaryote,2.67E-06,53.39771563
NZ_CP022196.1,prokaryote,8.48E-06,169.6844306
NZ_CP022203.1,prokaryote,9.80E-06,195.9395401
NZ_CP022204.1,prokaryote,1.80E-07,3.599292004
NZ_CP022205.1,prokaryote,1.17E-07,2.342005071
NZ_CP022206.1,prokaryote,2.10E-06,41.98352249
NZ_CP022207.1,prokaryote,1.43E-05,285.9464929
NZ_CP022223.1,prokaryote,8.06E-06,161.1052962
NZ_CP022247.1,prokaryote,7.53E-06,150.6525578
NZ_CP022263.1,prokaryote,1.55E-06,30.93911963
NZ_CP022267.1,prokaryote,1.65E-06,32.98529248
NZ_CP022270.1,prokaryote,1.02E-06,20.43707583
NZ_CP022272.1,prokaryote,1.09E-05,218.5707049
NZ_CP022273.1,prokaryote,5.54E-06,110.8384716
NZ_CP022278.1,prokaryote,1.36E-05,272.6586957
NZ_CP022282.1,prokaryote,4.42E-05,884.6122945
NZ_CP022287.1,prokaryote,3.08E-06,61.58240704
NZ_CP022315.1,prokaryote,2.61E-05,522.0452568
NZ_CP022316.1,prokaryote,2.86E-06,57.2188818
NZ_CP022319.1,prokaryote,6.41E-06,128.1939618
NZ_CP022336.1,prokaryote,8.93E-06,178.5840499
NZ_CP022340.1,prokaryote,1.38E-05,275.764934
NZ_CP022341.1,prokaryote,1.39E-06,27.75892327
NZ_CP022345.1,prokaryote,5.41E-06,108.2499397
NZ_CP022347.1,prokaryote,1.49E-05,297.4346441
NZ_CP022348.1,prokaryote,3.23E-06,64.51607655
NZ_CP022352.1,prokaryote,2.02E-06,40.43040334
NZ_CP022353.1,prokaryote,6.65E-06,132.9272773
NZ_CP022354.1,prokaryote,1.68E-06,33.6016096
NZ_CP022355.1,prokaryote,1.25E-05,249.9782255
NZ_CP022356.1,prokaryote,8.64E-06,172.8399743
NZ_CP022358.1,prokaryote,1.46E-05,292.8738974
NZ_CP022362.1,prokaryote,4.31E-08,0.862843974
NZ_CP022372.1,prokaryote,7.27E-06,145.4015359
NZ_CP022373.1,prokaryote,1.15E-06,23.00095507
NZ_CP022374.1,prokaryote,5.58E-06,111.6273575
NZ_CP022378.1,prokaryote,2.50E-05,499.6113134
NZ_CP022379.1,prokaryote,1.26E-05,252.6160628
NZ_CP022380.1,prokaryote,1.22E-05,244.4067187
NZ_CP022381.1,prokaryote,1.24E-05,248.7455913
NZ_CP022382.1,prokaryote,1.04E-05,207.3044278
NZ_CP022383.1,prokaryote,2.97E-05,593.6366539
NZ_CP022384.1,prokaryote,2.22E-05,443.5018025
NZ_CP022385.1,prokaryote,1.77E-05,354.0865141
NZ_CP022386.1,prokaryote,3.43E-05,686.1828332
NZ_CP022387.1,prokaryote,3.45E-05,690.6696219
NZ_CP022388.1,prokaryote,1.22E-05,244.5299821
NZ_CP022389.1,prokaryote,1.17E-05,233.1404417
NZ_CP022392.1,prokaryote,7.40E-06,147.9654151
NZ_CP022393.1,prokaryote,2.03E-06,40.50436139
NZ_CP022394.1,prokaryote,1.03E-06,20.60964463
NZ_CP022407.1,prokaryote,1.06E-06,21.29991981
NZ_CP022409.1,prokaryote,2.35E-06,47.03732291
NZ_CP022412.2,prokaryote,0.001111352,22227.03333
NZ_CP022413.2,prokaryote,0.000117521,2350.411637
NZ_CP022415.1,prokaryote,8.49E-06,169.7583886
NZ_CP022423.1,prokaryote,7.33E-06,146.5848648
NZ_CP022426.1,prokaryote,5.52E-06,110.3947233
NZ_CP022427.1,prokaryote,9.63E-06,192.6360803
NZ_CP022433.1,prokaryote,3.73E-06,74.57437201
NZ_CP022434.1,prokaryote,3.77E-06,75.36325793
NZ_CP022435.1,prokaryote,1.58E-05,316.0720739
NZ_CP022436.1,prokaryote,8.77E-06,175.4038535
NZ_CP022437.1,prokaryote,3.17E-05,633.697267
NZ_CP022438.1,prokaryote,8.06E-06,161.2285597
NZ_CP022439.1,prokaryote,6.78E-07,13.55897673
NZ_CP022440.1,prokaryote,1.45E-06,28.96690483
NZ_CP022445.1,prokaryote,5.04E-06,100.8541342
NZ_CP022449.1,prokaryote,9.91E-06,198.2322398
NZ_CP022450.1,prokaryote,8.79E-07,17.57736438
NZ_CP022464.2,prokaryote,0.000187386,3747.725821
NZ_CP022467.1,prokaryote,5.57E-06,111.430136
NZ_CP022470.1,prokaryote,1.66E-06,33.1085559
NZ_CP022472.1,prokaryote,1.04E-06,20.75756074
NZ_CP022473.1,prokaryote,2.09E-06,41.83560638
NZ_CP022474.1,prokaryote,6.72E-06,134.4557438
NZ_CP022475.1,prokaryote,2.85E-06,57.09561837
NZ_CP022477.1,prokaryote,3.62E-06,72.47889379
NZ_CP022479.1,prokaryote,0.000201803,4036.063624
NZ_CP022489.1,prokaryote,1.11E-06,22.21206915
NZ_CP022490.1,prokaryote,3.20E-07,6.40969809
NZ_CP022491.1,prokaryote,2.08E-07,4.166303759
NZ_CP022494.1,prokaryote,8.15E-07,16.29542476
NZ_CP022497.1,prokaryote,3.48E-07,6.952057159
NZ_CP022515.1,prokaryote,5.35E-05,1069.704653
NZ_CP022521.1,prokaryote,4.92E-06,98.33956031
NZ_CP022524.1,prokaryote,5.26E-06,105.168354
NZ_CP022525.1,prokaryote,6.84E-07,13.68224015
NZ_CP022526.1,prokaryote,7.00E-07,14.00272506
NZ_CP022527.1,prokaryote,8.58E-06,171.5087293
NZ_CP022528.1,prokaryote,6.69E-06,133.8394267
NZ_CP022529.1,prokaryote,1.51E-05,302.4144864
NZ_CP022530.1,prokaryote,1.05E-05,209.5971275
NZ_CP022531.1,prokaryote,2.15E-06,42.9449772
NZ_CP022532.1,prokaryote,3.02E-06,60.42373084
NZ_CP022535.1,prokaryote,2.13E-05,426.7379767
NZ_CP022537.1,prokaryote,2.28E-06,45.68142523
NZ_CP022540.1,prokaryote,8.95E-06,178.9045348
NZ_CP022544.1,prokaryote,2.40E-06,48.09738836
NZ_CP022547.1,prokaryote,2.02E-06,40.47970871
NZ_CP022548.1,prokaryote,1.16E-05,231.1435742
NZ_CP022550.1,prokaryote,5.32E-06,106.425641
NZ_CP022552.1,prokaryote,2.58E-06,51.647375
NZ_CP022553.1,prokaryote,2.23E-07,4.462135978
NZ_CP022556.1,prokaryote,1.12E-06,22.40929063
NZ_CP022559.1,prokaryote,7.35E-07,14.69300024
NZ_CP022564.1,prokaryote,4.55E-06,90.9930602
NZ_CP022571.1,prokaryote,9.81E-06,196.1121089
NZ_CP022573.1,prokaryote,3.14E-07,6.286434665
NZ_CP022603.1,prokaryote,8.21E-06,164.1129238
NZ_CP022604.1,prokaryote,8.36E-06,167.1698567
NZ_CP022606.1,prokaryote,2.49E-06,49.77377094
NZ_CP022614.1,prokaryote,1.82E-06,36.33805763
NZ_CP022653.1,prokaryote,1.15E-05,229.4671916
NZ_CP022654.2,prokaryote,2.47E-06,49.33002261
NZ_CP022657.1,prokaryote,1.53E-05,305.7672516
NZ_CP022658.1,prokaryote,9.76E-07,19.52492649
NZ_CP022663.1,prokaryote,1.65E-06,32.98529248
NZ_CP022665.1,prokaryote,4.90E-06,98.09303346
NZ_CP022685.1,prokaryote,6.62E-06,132.3602656
NZ_CP022689.1,prokaryote,3.11E-07,6.21247661
NZ_CP022691.1,prokaryote,5.60E-07,11.19231897
NZ_CP022695.1,prokaryote,1.52E-05,304.9783657
NZ_CP022699.1,prokaryote,1.01E-05,201.5850049
NZ_CP022709.1,prokaryote,2.39E-06,47.8755142
NZ_CP022714.1,prokaryote,1.51E-05,301.4037263
NZ_CP022736.1,prokaryote,1.45E-05,289.7183537
NZ_CP022741.1,prokaryote,5.36E-06,107.1159162
NZ_CP022742.1,prokaryote,3.02E-06,60.34977279
NZ_CP022743.1,prokaryote,3.44E-05,687.5387309
NZ_CP022745.1,prokaryote,5.55E-06,111.0356931
NZ_CP022746.1,prokaryote,1.92E-06,38.31027243
NZ_CP022752.1,prokaryote,6.85E-06,137.0442757
NZ_CP022753.1,prokaryote,6.88E-06,137.5619821
NZ_CP022754.1,prokaryote,0.001724956,34499.11525
NZ_CP022823.1,prokaryote,5.16E-06,103.1714866
NZ_CP022827.1,prokaryote,2.03E-07,4.067693019
NZ_CP022828.1,prokaryote,1.08E-07,2.169436277
NZ_CP022874.1,prokaryote,3.23E-06,64.51607655
NZ_CP022875.1,prokaryote,1.36E-07,2.711795346
NZ_CP022876.1,prokaryote,9.61E-08,1.922909427
NZ_CP022877.1,prokaryote,2.07E-07,4.141651074
