NCBI Accession,type,proportion,number of bp
NZ_CP020827.1,prokaryote,5.00E-06,100.0899009
NZ_CP020828.1,prokaryote,6.26E-06,125.2356396
NZ_CP020830.1,prokaryote,5.14E-06,102.8016963
NZ_CP020831.1,prokaryote,8.04E-06,160.8587694
NZ_CP020832.1,prokaryote,4.99E-06,99.8433741
NZ_CP020833.1,prokaryote,7.90E-06,158.0237106
NZ_CP020835.1,prokaryote,3.51E-06,70.26015214
NZ_CP020837.1,prokaryote,1.38E-06,27.61100716
NZ_CP020841.1,prokaryote,3.20E-06,63.97371748
NZ_CP020847.1,prokaryote,1.07E-05,213.2457249
NZ_CP020853.1,prokaryote,1.59E-06,31.8019636
NZ_CP020857.1,prokaryote,1.06E-05,211.2735101
NZ_CP020858.1,prokaryote,4.85E-05,969.3435727
NZ_CP020861.1,prokaryote,2.23E-05,446.4601247
NZ_CP020863.1,prokaryote,1.35E-05,270.6864809
NZ_CP020867.1,prokaryote,6.80E-05,1360.211893
NZ_CP020870.1,prokaryote,8.12E-06,162.4611939
NZ_CP020873.1,prokaryote,5.60E-05,1120.587795
NZ_CP020880.1,prokaryote,0.000135448,2708.960287
NZ_CP020882.1,prokaryote,3.54E-06,70.87646927
NZ_CP020885.1,prokaryote,3.69E-06,73.83479146
NZ_CP020889.1,prokaryote,3.94E-06,78.88859188
NZ_CP020892.1,prokaryote,7.89E-05,1577.648574
NZ_CP020893.1,prokaryote,5.79E-06,115.7443559
NZ_CP020894.2,prokaryote,7.19E-05,1438.607431
NZ_CP020896.1,prokaryote,1.14E-05,228.7769164
NZ_CP020901.1,prokaryote,9.37E-07,18.73604057
NZ_CP020906.1,prokaryote,2.73E-05,545.5639182
NZ_CP020917.1,prokaryote,4.27E-05,854.8318511
NZ_CP020922.1,prokaryote,9.31E-07,18.61277715
NZ_CP020931.1,prokaryote,6.34E-05,1268.750432
NZ_CP020933.1,prokaryote,3.28E-06,65.576142
NZ_CP020946.1,prokaryote,7.88E-05,1576.78573
NZ_CP020947.1,prokaryote,4.21E-05,841.0263475
NZ_CP020964.1,prokaryote,5.76E-06,115.1280388
NZ_CP020967.1,prokaryote,6.61E-06,132.2616548
NZ_CP020975.1,prokaryote,6.78E-06,135.5897673
NZ_CP020979.1,prokaryote,3.67E-06,73.34173776
NZ_CP020981.1,prokaryote,3.59E-06,71.73931324
NZ_CP020983.1,prokaryote,3.87E-06,77.40943078
NZ_CP020985.1,prokaryote,3.78E-06,75.68374283
NZ_CP020987.1,prokaryote,4.80E-06,96.02220793
NZ_CP020989.1,prokaryote,3.30E-06,65.94593227
NZ_CP020992.1,prokaryote,2.61E-06,52.26369212
NZ_CP020998.1,prokaryote,2.96E-06,59.16644391
NZ_CP021001.1,prokaryote,2.34E-06,46.716838
NZ_CP021006.1,prokaryote,2.31E-06,46.10052088
NZ_CP021015.1,prokaryote,3.24E-06,64.71329803
NZ_CP021018.1,prokaryote,2.75E-06,54.97548747
NZ_CP021023.1,prokaryote,8.33E-05,1666.76803
NZ_CP021024.1,prokaryote,1.13E-05,226.9279651
NZ_CP021030.1,prokaryote,3.07E-05,613.112275
NZ_CP021040.1,prokaryote,1.06E-05,212.8759346
NZ_CP021047.1,prokaryote,1.11E-05,221.7509012
NZ_CP021053.1,prokaryote,6.08E-05,1215.254105
NZ_CP021054.1,prokaryote,1.54E-05,307.6655083
NZ_CP021058.1,prokaryote,7.71E-05,1542.148708
NZ_CP021059.1,prokaryote,8.76E-05,1752.312847
NZ_CP021060.1,prokaryote,1.91E-05,382.8561975
NZ_CP021061.1,prokaryote,2.79E-05,557.7669973
NZ_CP021070.1,prokaryote,3.64E-05,728.9798943
NZ_CP021079.1,prokaryote,2.63E-05,525.3487165
NZ_CP021080.1,prokaryote,1.71E-05,341.0698965
NZ_CP021104.1,prokaryote,7.33E-06,146.5602121
NZ_CP021106.3,prokaryote,5.35E-05,1069.926527
NZ_CP021107.1,prokaryote,1.28E-05,256.6344505
NZ_CP021108.1,prokaryote,4.51E-05,902.0417428
NZ_CP021109.1,prokaryote,2.13E-05,426.1216596
NZ_CP021110.1,prokaryote,2.43E-05,485.5346303
NZ_CP021111.1,prokaryote,3.29E-05,658.2266885
NZ_CP021112.1,prokaryote,5.70E-05,1140.433206
NZ_CP021118.1,prokaryote,2.59E-05,517.0900671
NZ_CP021121.1,prokaryote,4.00E-05,800.842471
NZ_CP021122.1,prokaryote,4.59E-06,91.83125148
NZ_CP021124.1,prokaryote,2.66E-05,532.6212586
NZ_CP021132.1,prokaryote,5.13E-05,1025.921485
NZ_CP021136.1,prokaryote,1.42E-05,284.4919845
NZ_CP021138.1,prokaryote,5.14E-05,1028.386753
NZ_CP021140.1,prokaryote,5.54E-05,1107.152082
NZ_CP021145.1,prokaryote,2.07E-05,413.3022634
NZ_CP021146.1,prokaryote,1.64E-05,327.3876563
NZ_CP021151.1,prokaryote,4.80E-05,959.1127085
NZ_CP021152.1,prokaryote,3.09E-05,617.7962852
NZ_CP021169.1,prokaryote,1.34E-05,268.097949
NZ_CP021172.1,prokaryote,1.02E-05,204.4940218
NZ_CP021175.1,prokaryote,3.79E-06,75.80700626
NZ_CP021179.1,prokaryote,1.65E-06,33.03459785
NZ_CP021181.1,prokaryote,4.03E-05,806.2660617
NZ_CP021199.1,prokaryote,2.15E-05,429.8195623
NZ_CP021200.1,prokaryote,1.99E-05,397.1547547
NZ_CP021201.1,prokaryote,1.73E-05,345.5073797
NZ_CP021202.1,prokaryote,2.64E-06,52.75674582
NZ_CP021207.1,prokaryote,2.54E-06,50.78453102
NZ_CP021219.1,prokaryote,7.05E-06,141.013358
NZ_CP021237.1,prokaryote,0.000224315,4486.295609
NZ_CP021246.1,prokaryote,1.81E-05,362.2712055
NZ_CP021251.1,prokaryote,1.54E-06,30.8158562
NZ_CP021252.1,prokaryote,1.79E-05,358.6965662
NZ_CP021288.1,prokaryote,3.70E-06,73.95805489
NZ_CP021323.1,prokaryote,3.96E-05,792.0907678
NZ_CP021324.1,prokaryote,6.44E-05,1287.732999
NZ_CP021329.1,prokaryote,2.56E-05,512.7758472
NZ_CP021335.1,prokaryote,3.55E-06,70.99973269
NZ_CP021338.1,prokaryote,9.82E-06,196.4818991
NZ_CP021339.1,prokaryote,4.41E-06,88.13334874
NZ_CP021342.1,prokaryote,1.79E-05,358.6965662
NZ_CP021347.1,prokaryote,1.49E-05,298.1742246
NZ_CP021358.1,prokaryote,3.91E-05,781.983167
NZ_CP021359.1,prokaryote,1.95E-05,390.3752664
NZ_CP021361.1,prokaryote,1.86E-05,371.1461721
NZ_CP021362.1,prokaryote,1.59E-05,318.019636
NZ_CP021366.1,prokaryote,1.56E-05,311.2401476
NZ_CP021371.1,prokaryote,6.10E-05,1220.061379
NZ_CP021376.1,prokaryote,5.08E-05,1016.430201
NZ_CP021377.1,prokaryote,6.06E-05,1212.54231
NZ_CP021381.1,prokaryote,0.000175435,3508.693387
NZ_CP021382.1,prokaryote,0.000114857,2297.137185
NZ_CP021383.1,prokaryote,1.16E-05,231.7352386
NZ_CP021401.1,prokaryote,2.22E-07,4.437483293
NZ_CP021402.1,prokaryote,8.63E-08,1.725687947
NZ_CP021403.1,prokaryote,1.66E-07,3.32811247
NZ_CP021404.1,prokaryote,2.41E-05,481.7134642
NZ_CP021416.1,prokaryote,8.86E-05,1772.651312
NZ_CP021425.1,prokaryote,0.000116854,2337.074534
NZ_CP021426.1,prokaryote,2.48E-05,495.888758
NZ_CP021427.1,prokaryote,7.43E-05,1486.43364
NZ_CP021428.1,prokaryote,3.67E-05,734.5267484
NZ_CP021430.1,prokaryote,9.10E-06,181.936815
NZ_CP021431.1,prokaryote,4.36E-05,871.1026231
NZ_CP021434.1,prokaryote,7.90E-05,1580.360369
NZ_CP021435.1,prokaryote,2.38E-05,475.9200832
NZ_CP021448.1,prokaryote,6.97E-06,139.4109335
NZ_CP021454.1,prokaryote,1.69E-06,33.7741784
NZ_CP021455.1,prokaryote,2.66E-05,531.7584146
NZ_CP021467.1,prokaryote,3.79E-05,758.6863797
NZ_CP021474.1,prokaryote,2.80E-05,559.8624755
NZ_CP021479.1,prokaryote,1.49E-05,298.5440149
NZ_CP021484.1,prokaryote,1.96E-05,391.731164
NZ_CP021487.1,prokaryote,1.89E-05,377.3093433
NZ_CP021495.1,prokaryote,5.57E-06,111.3068726
NZ_CP021497.1,prokaryote,4.01E-05,802.5681589
NZ_CP021498.1,prokaryote,1.39E-05,277.5892327
NZ_CP021499.1,prokaryote,1.33E-05,266.372261
NZ_CP021500.1,prokaryote,4.89E-05,977.848749
NZ_CP021501.1,prokaryote,4.12E-06,82.4632312
NZ_CP021505.1,prokaryote,4.14E-05,828.4534782
NZ_CP021507.1,prokaryote,8.11E-06,162.2146671
NZ_CP021509.1,prokaryote,3.28E-05,655.8846834
NZ_CP021524.1,prokaryote,2.85E-05,569.3537592
NZ_CP021528.1,prokaryote,4.07E-06,81.35386038
NZ_CP021529.1,prokaryote,1.87E-05,374.9673383
NZ_CP021532.1,prokaryote,1.52E-06,30.44606593
NZ_CP021535.1,prokaryote,3.04E-06,60.89213186
NZ_CP021539.1,prokaryote,7.40E-07,14.79161098
NZ_CP021549.1,prokaryote,8.94E-07,17.8731966
NZ_CP021550.1,prokaryote,2.11E-05,422.3004934
NZ_CP021640.1,prokaryote,1.10E-05,219.655423
NZ_CP021641.1,prokaryote,4.19E-05,837.8214984
NZ_CP021646.1,prokaryote,6.93E-05,1385.234368
NZ_CP021647.1,prokaryote,1.87E-05,374.3510211
NZ_CP021648.1,prokaryote,2.83E-05,566.2721736
NZ_CP021652.1,prokaryote,7.58E-06,151.6140125
NZ_CP021654.1,prokaryote,2.94E-05,588.45959
NZ_CP021669.1,prokaryote,2.71E-05,542.7288594
NZ_CP021674.1,prokaryote,1.39E-05,277.5892327
NZ_CP021677.1,prokaryote,2.09E-05,417.7397467
NZ_CP021683.1,prokaryote,1.83E-06,36.60923717
NZ_CP021685.1,prokaryote,1.30E-06,26.00858264
NZ_CP021689.1,prokaryote,1.42E-06,28.47385113
NZ_CP021691.1,prokaryote,1.45E-06,28.96690483
NZ_CP021694.1,prokaryote,2.36E-05,471.9756536
NZ_CP021696.1,prokaryote,3.56E-06,71.24625954
NZ_CP021703.1,prokaryote,3.27E-05,654.1589955
NZ_CP021704.1,prokaryote,3.32E-05,663.896806
NZ_CP021708.1,prokaryote,2.08E-06,41.66303759
NZ_CP021718.1,prokaryote,1.21E-06,24.28289469
NZ_CP021722.1,prokaryote,2.04E-06,40.80019361
NZ_CP021732.1,prokaryote,2.69E-06,53.86611664
NZ_CP021736.1,prokaryote,1.16E-06,23.29678729
NZ_CP021740.1,prokaryote,4.31E-06,86.28439737
NZ_CP021744.1,prokaryote,3.00E-05,600.046352
NZ_CP021748.1,prokaryote,3.63E-05,725.7750453
NZ_CP021749.1,prokaryote,1.49E-05,298.5440149
NZ_CP021751.1,prokaryote,1.04E-06,20.70825537
NZ_CP021757.1,prokaryote,1.90E-06,37.96513484
NZ_CP021766.1,prokaryote,9.69E-06,193.7701038
NZ_CP021768.1,prokaryote,2.04E-05,407.5088824
NZ_CP021774.1,prokaryote,3.55E-06,70.99973269
NZ_CP021775.1,prokaryote,3.52E-06,70.38341557
NZ_CP021776.1,prokaryote,9.59E-06,191.797889
NZ_CP021780.1,prokaryote,0.000189376,3787.515254
NZ_CP021782.1,prokaryote,9.94E-06,198.8239042
NZ_CP021790.1,prokaryote,8.75E-06,175.0340632
NZ_CP021793.1,prokaryote,6.13E-06,122.5238443
NZ_CP021797.1,prokaryote,4.46E-06,89.24271956
NZ_CP021800.1,prokaryote,4.23E-06,84.55870942
NZ_CP021804.1,prokaryote,7.02E-06,140.3970409
NZ_CP021808.1,prokaryote,5.14E-06,102.8016963
NZ_CP021812.1,prokaryote,8.36E-06,167.145204
NZ_CP021818.1,prokaryote,6.60E-06,132.015128
NZ_CP021822.1,prokaryote,7.04E-06,140.8900946
NZ_CP021825.1,prokaryote,8.23E-06,164.5566721
NZ_CP021829.1,prokaryote,4.79E-06,95.8989445
NZ_CP021833.1,prokaryote,1.05E-06,21.07804564
NZ_CP021838.1,prokaryote,5.72E-05,1144.377636
NZ_CP021840.1,prokaryote,4.88E-06,97.62463245
NZ_CP021844.1,prokaryote,5.08E-06,101.569062
NZ_CP021848.1,prokaryote,1.90E-05,379.0350313
NZ_CP021849.1,prokaryote,1.92E-05,383.4725146
NZ_CP021851.1,prokaryote,3.49E-05,697.547721
NZ_CP021852.1,prokaryote,2.70E-05,540.7566446
NZ_CP021859.1,prokaryote,9.68E-07,19.3523577
NZ_CP021862.1,prokaryote,1.51E-05,301.9953908
NZ_CP021863.1,prokaryote,4.14E-06,82.83302147
NZ_CP021864.1,prokaryote,3.85E-06,76.91637708
NZ_CP021865.1,prokaryote,4.54E-06,90.72188066
NZ_CP021866.1,prokaryote,4.37E-06,87.39376819
NZ_CP021867.1,prokaryote,1.14E-05,227.4210188
NZ_CP021868.1,prokaryote,8.55E-06,170.9663702
NZ_CP021869.1,prokaryote,5.44E-06,108.8416041
NZ_CP021870.1,prokaryote,7.70E-06,153.9560176
NZ_CP021874.1,prokaryote,0.000133753,2675.062845
NZ_CP021879.1,prokaryote,2.46E-06,49.1821065
NZ_CP021889.1,prokaryote,1.39E-05,278.9451303
NZ_CP021892.1,prokaryote,1.24E-05,247.512957
NZ_CP021896.1,prokaryote,1.56E-05,312.3495185
NZ_CP021902.1,prokaryote,8.46E-06,169.2406823
NZ_CP021903.1,prokaryote,1.18E-05,235.5564048
NZ_CP021904.1,prokaryote,0.000213314,4266.270396
NZ_CP021905.1,prokaryote,6.87E-06,137.3154552
NZ_CP021907.1,prokaryote,7.22E-06,144.3414705
NZ_CP021909.1,prokaryote,9.37E-07,18.73604057
NZ_CP021911.1,prokaryote,4.74E-05,947.8957368
NZ_CP021920.1,prokaryote,0.000105279,2105.585823
NZ_CP021921.1,prokaryote,1.73E-05,346.1236969
NZ_CP021922.1,prokaryote,2.85E-05,569.8468129
NZ_CP021927.1,prokaryote,2.23E-05,445.2274904
NZ_CP021935.1,prokaryote,1.86E-06,37.22555429
NZ_CP021939.1,prokaryote,1.69E-06,33.89744182
NZ_CP021944.1,prokaryote,1.87E-06,37.47208114
NZ_CP021950.1,prokaryote,1.13E-06,22.55720674
NZ_CP021955.1,prokaryote,5.60E-06,112.0464532
NZ_CP021960.1,prokaryote,3.51E-06,70.26015214
NZ_CP021976.1,prokaryote,7.05E-06,141.013358
NZ_CP021980.1,prokaryote,1.62E-05,323.6897536
NZ_CP021981.1,prokaryote,1.06E-05,211.6433004
NZ_CP021982.1,prokaryote,1.44E-06,28.72037798
NZ_CP021983.1,prokaryote,6.38E-05,1276.762554
NZ_CP021987.1,prokaryote,1.30E-05,260.4556166
NZ_CP021988.1,prokaryote,1.30E-05,260.57888
NZ_CP021990.1,prokaryote,1.47E-05,294.9693756
NZ_CP021991.1,prokaryote,1.35E-05,269.9469003
NZ_CP021992.1,prokaryote,2.10E-05,419.8352249
NZ_CP021996.1,prokaryote,1.00E-05,200.9193824
NZ_CP021997.1,prokaryote,1.56E-05,311.3634111
NZ_CP021999.1,prokaryote,3.23E-06,64.5900346
NZ_CP022000.1,prokaryote,4.19E-06,83.81912887
NZ_CP022001.1,prokaryote,5.31E-06,106.2530722
NZ_CP022002.1,prokaryote,1.28E-05,256.7577139
NZ_CP022003.1,prokaryote,1.22E-06,24.40615811
NZ_CP022005.1,prokaryote,1.89E-05,378.4187142
NZ_CP022006.1,prokaryote,1.61E-05,321.8408022
NZ_CP022014.1,prokaryote,3.14E-07,6.286434665
NZ_CP022020.1,prokaryote,4.67E-06,93.31041258
NZ_CP022022.1,prokaryote,0.000117969,2359.385214
NZ_CP022023.1,prokaryote,3.61E-06,72.10910351
NZ_CP022034.1,prokaryote,7.50E-06,150.011588
NZ_CP022040.1,prokaryote,0.000138961,2779.220439
NZ_CP022041.1,prokaryote,0.000128071,2561.413968
NZ_CP022076.1,prokaryote,1.12E-05,223.723116
NZ_CP022077.1,prokaryote,3.25E-06,64.95982488
NZ_CP022079.1,prokaryote,5.28E-06,105.6367551
NZ_CP022080.1,prokaryote,6.60E-06,132.015128
NZ_CP022098.1,prokaryote,7.84E-05,1568.773608
NZ_CP022099.1,prokaryote,1.44E-05,287.0805164
NZ_CP022100.1,prokaryote,8.58E-06,171.5826873
NZ_CP022101.1,prokaryote,1.94E-05,388.0332613
NZ_CP022102.1,prokaryote,6.05E-06,120.9214197
NZ_CP022103.1,prokaryote,2.26E-05,452.7465593
NZ_CP022104.1,prokaryote,1.07E-05,213.1224615
NZ_CP022106.1,prokaryote,0.000118037,2360.741112
NZ_CP022110.1,prokaryote,2.28E-05,456.5677255
NZ_CP022111.1,prokaryote,2.57E-05,514.1317449
NZ_CP022112.1,prokaryote,1.38E-05,276.8496521
NZ_CP022113.1,prokaryote,7.09E-06,141.876202
NZ_CP022115.1,prokaryote,4.71E-05,941.855829
NZ_CP022116.1,prokaryote,3.65E-06,72.97194749
NZ_CP022117.1,prokaryote,1.05E-05,209.4245588
NZ_CP022120.1,prokaryote,5.80E-05,1160.525145
NZ_CP022121.1,prokaryote,0.00014513,2902.607127
NZ_CP022122.1,prokaryote,4.96E-05,992.7636234
NZ_CP022123.1,prokaryote,0.000100632,2012.6452
NZ_CP022127.1,prokaryote,2.09E-06,41.78630101
NZ_CP022129.1,prokaryote,9.90E-05,1980.103656
NZ_CP022130.1,prokaryote,5.39E-05,1078.185177
NZ_CP022132.1,prokaryote,6.98E-05,1396.697867
NZ_CP022133.1,prokaryote,6.23E-05,1245.083854
NZ_CP022135.1,prokaryote,1.82E-05,363.9968935
NZ_CP022138.1,prokaryote,6.08E-06,121.5377369
NZ_CP022139.1,prokaryote,3.19E-05,637.76496
NZ_CP022142.1,prokaryote,1.77E-05,353.0264487
NZ_CP022148.1,prokaryote,1.77E-05,354.1358195
NZ_CP022151.1,prokaryote,1.95E-05,390.4985298
NZ_CP022154.1,prokaryote,7.43E-06,148.5324269
NZ_CP022163.1,prokaryote,6.11E-05,1222.156857
NZ_CP022164.1,prokaryote,6.33E-06,126.5915373
NZ_CP022168.1,prokaryote,1.27E-06,25.39226551
NZ_CP022175.1,prokaryote,1.33E-05,265.509417
NZ_CP022181.1,prokaryote,1.35E-05,269.0840564
NZ_CP022186.1,prokaryote,1.33E-05,266.9885781
NZ_CP022196.1,prokaryote,4.24E-05,848.422153
NZ_CP022203.1,prokaryote,4.90E-05,979.6977004
NZ_CP022204.1,prokaryote,9.00E-07,17.99646002
NZ_CP022205.1,prokaryote,5.86E-07,11.71002536
NZ_CP022206.1,prokaryote,1.05E-05,209.9176125
NZ_CP022207.1,prokaryote,7.15E-05,1429.732464
NZ_CP022223.1,prokaryote,4.03E-05,805.5264811
NZ_CP022247.1,prokaryote,3.77E-05,753.262789
NZ_CP022263.1,prokaryote,7.73E-06,154.6955981
NZ_CP022267.1,prokaryote,8.25E-06,164.9264624
NZ_CP022270.1,prokaryote,5.11E-06,102.1853792
NZ_CP022272.1,prokaryote,5.46E-05,1092.853524
NZ_CP022273.1,prokaryote,2.77E-05,554.1923579
NZ_CP022278.1,prokaryote,6.82E-05,1363.293478
NZ_CP022282.1,prokaryote,0.000221153,4423.061472
NZ_CP022287.1,prokaryote,1.54E-05,307.9120352
NZ_CP022315.1,prokaryote,0.000130511,2610.226284
NZ_CP022316.1,prokaryote,1.43E-05,286.094409
NZ_CP022319.1,prokaryote,3.20E-05,640.969809
NZ_CP022336.1,prokaryote,4.46E-05,892.9202493
NZ_CP022340.1,prokaryote,6.89E-05,1378.82467
NZ_CP022341.1,prokaryote,6.94E-06,138.7946163
NZ_CP022345.1,prokaryote,2.71E-05,541.2496983
NZ_CP022347.1,prokaryote,7.44E-05,1487.17322
NZ_CP022348.1,prokaryote,1.61E-05,322.5803827
NZ_CP022352.1,prokaryote,1.01E-05,202.1520167
NZ_CP022353.1,prokaryote,3.32E-05,664.6363866
NZ_CP022354.1,prokaryote,8.40E-06,168.008048
NZ_CP022355.1,prokaryote,6.25E-05,1249.891128
NZ_CP022356.1,prokaryote,4.32E-05,864.1998713
NZ_CP022358.1,prokaryote,7.32E-05,1464.369487
NZ_CP022362.1,prokaryote,2.16E-07,4.314219868
NZ_CP022372.1,prokaryote,3.64E-05,727.0076795
NZ_CP022373.1,prokaryote,5.75E-06,115.0047753
NZ_CP022374.1,prokaryote,2.79E-05,558.1367875
NZ_CP022378.1,prokaryote,0.000124903,2498.056567
NZ_CP022379.1,prokaryote,6.32E-05,1263.080314
NZ_CP022380.1,prokaryote,6.11E-05,1222.033594
NZ_CP022381.1,prokaryote,6.22E-05,1243.727956
NZ_CP022382.1,prokaryote,5.18E-05,1036.522139
NZ_CP022383.1,prokaryote,0.000148409,2968.183269
NZ_CP022384.1,prokaryote,0.000110875,2217.509012
NZ_CP022385.1,prokaryote,8.85E-05,1770.432571
NZ_CP022386.1,prokaryote,0.000171546,3430.914166
NZ_CP022387.1,prokaryote,0.000172667,3453.348109
NZ_CP022388.1,prokaryote,6.11E-05,1222.649911
NZ_CP022389.1,prokaryote,5.83E-05,1165.702208
NZ_CP022392.1,prokaryote,3.70E-05,739.8270757
NZ_CP022393.1,prokaryote,1.01E-05,202.521807
NZ_CP022394.1,prokaryote,5.15E-06,103.0482231
NZ_CP022407.1,prokaryote,5.32E-06,106.499599
NZ_CP022409.1,prokaryote,1.18E-05,235.1866145
NZ_CP022412.2,prokaryote,0.005556758,111135.1667
NZ_CP022413.2,prokaryote,0.000587603,11752.05818
NZ_CP022415.1,prokaryote,4.24E-05,848.7919432
NZ_CP022423.1,prokaryote,3.66E-05,732.9243239
NZ_CP022426.1,prokaryote,2.76E-05,551.9736163
NZ_CP022427.1,prokaryote,4.82E-05,963.1804015
NZ_CP022433.1,prokaryote,1.86E-05,372.8718601
NZ_CP022434.1,prokaryote,1.88E-05,376.8162896
NZ_CP022435.1,prokaryote,7.90E-05,1580.360369
NZ_CP022436.1,prokaryote,4.39E-05,877.0192675
NZ_CP022437.1,prokaryote,0.000158424,3168.486335
NZ_CP022438.1,prokaryote,4.03E-05,806.1427983
NZ_CP022439.1,prokaryote,3.39E-06,67.79488365
NZ_CP022440.1,prokaryote,7.24E-06,144.8345242
NZ_CP022445.1,prokaryote,2.52E-05,504.2706709
NZ_CP022449.1,prokaryote,4.96E-05,991.1611989
NZ_CP022450.1,prokaryote,4.39E-06,87.88682189
NZ_CP022464.2,prokaryote,0.000936931,18738.6291
NZ_CP022467.1,prokaryote,2.79E-05,557.1506801
NZ_CP022470.1,prokaryote,8.28E-06,165.5427795
NZ_CP022472.1,prokaryote,5.19E-06,103.7878037
NZ_CP022473.1,prokaryote,1.05E-05,209.1780319
NZ_CP022474.1,prokaryote,3.36E-05,672.2787189
NZ_CP022475.1,prokaryote,1.43E-05,285.4780919
NZ_CP022477.1,prokaryote,1.81E-05,362.3944689
NZ_CP022479.1,prokaryote,0.001009016,20180.31812
NZ_CP022489.1,prokaryote,5.55E-06,111.0603458
NZ_CP022490.1,prokaryote,1.60E-06,32.04849045
NZ_CP022491.1,prokaryote,1.04E-06,20.83151879
NZ_CP022494.1,prokaryote,4.07E-06,81.4771238
NZ_CP022497.1,prokaryote,1.74E-06,34.7602858
NZ_CP022515.1,prokaryote,0.000267426,5348.523266
NZ_CP022521.1,prokaryote,2.46E-05,491.6978016
NZ_CP022524.1,prokaryote,2.63E-05,525.8417702
NZ_CP022525.1,prokaryote,3.42E-06,68.41120077
NZ_CP022526.1,prokaryote,3.50E-06,70.01362529
NZ_CP022527.1,prokaryote,4.29E-05,857.5436464
NZ_CP022528.1,prokaryote,3.35E-05,669.1971333
NZ_CP022529.1,prokaryote,7.56E-05,1512.072432
NZ_CP022530.1,prokaryote,5.24E-05,1047.985638
NZ_CP022531.1,prokaryote,1.07E-05,214.724886
NZ_CP022532.1,prokaryote,1.51E-05,302.1186542
NZ_CP022535.1,prokaryote,0.000106684,2133.689883
NZ_CP022537.1,prokaryote,1.14E-05,228.4071262
NZ_CP022540.1,prokaryote,4.47E-05,894.5226739
NZ_CP022544.1,prokaryote,1.20E-05,240.4869418
NZ_CP022547.1,prokaryote,1.01E-05,202.3985435
NZ_CP022548.1,prokaryote,5.78E-05,1155.717871
NZ_CP022550.1,prokaryote,2.66E-05,532.1282049
NZ_CP022552.1,prokaryote,1.29E-05,258.236875
NZ_CP022553.1,prokaryote,1.12E-06,22.31067989
NZ_CP022556.1,prokaryote,5.60E-06,112.0464532
NZ_CP022559.1,prokaryote,3.67E-06,73.46500119
NZ_CP022564.1,prokaryote,2.27E-05,454.965301
NZ_CP022571.1,prokaryote,4.90E-05,980.5605444
NZ_CP022573.1,prokaryote,1.57E-06,31.43217333
NZ_CP022603.1,prokaryote,4.10E-05,820.564619
NZ_CP022604.1,prokaryote,4.18E-05,835.8492836
NZ_CP022606.1,prokaryote,1.24E-05,248.8688547
NZ_CP022614.1,prokaryote,9.08E-06,181.6902882
NZ_CP022653.1,prokaryote,5.74E-05,1147.335958
NZ_CP022654.2,prokaryote,1.23E-05,246.650113
NZ_CP022657.1,prokaryote,7.64E-05,1528.836258
NZ_CP022658.1,prokaryote,4.88E-06,97.62463245
NZ_CP022663.1,prokaryote,8.25E-06,164.9264624
NZ_CP022665.1,prokaryote,2.45E-05,490.4651673
NZ_CP022685.1,prokaryote,3.31E-05,661.8013278
NZ_CP022689.1,prokaryote,1.55E-06,31.06238305
NZ_CP022691.1,prokaryote,2.80E-06,55.96159486
NZ_CP022695.1,prokaryote,7.62E-05,1524.891828
NZ_CP022699.1,prokaryote,5.04E-05,1007.925025
NZ_CP022709.1,prokaryote,1.20E-05,239.377571
NZ_CP022714.1,prokaryote,7.54E-05,1507.018632
NZ_CP022736.1,prokaryote,7.24E-05,1448.591768
NZ_CP022741.1,prokaryote,2.68E-05,535.5795808
NZ_CP022742.1,prokaryote,1.51E-05,301.7488639
NZ_CP022743.1,prokaryote,0.000171885,3437.693655
NZ_CP022745.1,prokaryote,2.78E-05,555.1784653
NZ_CP022746.1,prokaryote,9.58E-06,191.5513622
NZ_CP022752.1,prokaryote,3.43E-05,685.2213785
NZ_CP022753.1,prokaryote,3.44E-05,687.8099104
NZ_CP022754.1,prokaryote,0.008624779,172495.5763
NZ_CP022823.1,prokaryote,2.58E-05,515.8574328
NZ_CP022827.1,prokaryote,1.02E-06,20.33846509
NZ_CP022828.1,prokaryote,5.42E-07,10.84718138
NZ_CP022874.1,prokaryote,1.61E-05,322.5803827
NZ_CP022875.1,prokaryote,6.78E-07,13.55897673
NZ_CP022876.1,prokaryote,4.81E-07,9.614547135
NZ_CP022877.1,prokaryote,1.04E-06,20.70825537
NZ_CP022878.1,prokaryote,9.06E-07,18.11972345
NZ_CP022879.1,prokaryote,1.10E-06,21.94088962
NZ_CP022880.1,prokaryote,8.63E-07,17.25687947
NZ_CP022882.1,prokaryote,1.25E-06,25.02247524
NZ_CP022889.1,prokaryote,2.38E-05,476.4131369
NZ_CP022890.1,prokaryote,7.04E-06,140.8900946
NZ_CP022891.1,prokaryote,9.05E-06,180.9507076
NZ_CP022912.1,prokaryote,2.40E-06,48.07273568
NZ_CP022915.1,prokaryote,1.43E-05,285.7246187
NZ_CP022930.1,prokaryote,5.59E-05,1117.506209
NZ_CP022957.1,prokaryote,0.000153457,3069.136014
NZ_CP022961.1,prokaryote,2.77E-05,554.0690945
NZ_CP022983.1,prokaryote,0.000148859,2977.181499
NZ_CP022988.1,prokaryote,1.14E-05,228.4071262
NZ_CP022989.1,prokaryote,3.38E-05,675.6068314
NZ_CP022990.1,prokaryote,2.93E-05,585.9943215
NZ_CP022997.1,prokaryote,1.48E-06,29.58322195
